symbol,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,code,name,
008272,大成优势企业混合C,DCYSQYHHC,2020-10-23,1.4951,1.4951,-1.25,-1.43,1.69,9.92,51.04,,,,49.52,49.51,2019-12-24,1,49.51,,0.00%,,,,
001135,益民品质升级混合,YMPZSJHH,2020-10-23,0.9860,0.9860,-2.38,-1.20,1.75,-3.52,51,53.82,100,64.61,46.73,-1.40,2015-05-06,1,56.0127,1.50%,0.15%,1,0.15%,1,35.44
001790,国泰智能汽车股票,GTZNQCGP,2020-10-23,1.7560,1.7560,-1.07,0.63,8.26,15.98,50.99,110.80,151.22,63.65,62.29,75.60,2017-08-01,1,109.5465,1.50%,0.15%,1,0.15%,1,
000993,华宝稳健回报混合,HBWJHBHH,2020-10-23,1.3330,1.3330,-2.70,-3.75,0.15,3.41,50.62,70.46,91.25,35.47,55,33.30,2015-03-27,1,71.5573,1.50%,0.15%,1,0.15%,1,39.44
001126,上投摩根卓越制造股票,STMGZYZZGP,2020-10-23,1.5310,1.5310,-2.73,-4.55,0,-1.03,50.54,82.48,180.92,99.35,67.14,53.10,2015-04-14,1,83.7935,1.50%,0.15%,1,0.15%,1,108.30
001186,富国文体健康股票,FGWTJKGP,2020-10-23,2.0230,2.0230,-2.08,-4.21,0.30,5.97,50.52,89.24,138,108.13,65.41,102.30,2015-05-06,1,89.2423,1.50%,0.15%,1,0.15%,1,171.18
001475,易方达国防军工混合,YFDGFJGHH,2020-10-23,1.2850,1.2850,-2.13,-7.69,-4.32,2.72,50.47,67.97,83.31,37.43,59.03,28.50,2015-06-19,1,68.6352,1.50%,0.15%,1,0.15%,1,31.12
003984,嘉实新能源新材料股票A,JSXNYXCLGPA,2020-10-23,2.1677,2.1677,-1.55,-2.78,2.52,5.01,50.47,88.73,184.44,90.75,59.90,116.77,2017-03-16,1,88.4793,1.50%,0.15%,1,0.15%,1,
001631,天弘中证食品饮料指数A,THZZSPYLZSA,2020-10-23,2.9622,3.0403,-2.67,-1,4.12,8.27,50.40,68.09,141.60,119.65,59.91,211.7686,2015-07-29,1,70.5550,1.00%,0.10%,1,0.10%,1,224.22
001702,东方创新科技混合,DFCXKJHH,2020-10-23,1.7777,1.7777,-2.07,-3.71,1.54,3.85,50.25,85.64,162.62,78.30,71.28,77.77,2015-09-08,1,86.1661,1.50%,0.15%,1,0.15%,1,75.13
001632,天弘中证食品饮料指数C,THZZSPYLZSC,2020-10-23,2.9281,3.0057,-2.67,-1,4.10,8.22,50.24,67.75,140.64,118.26,59.66,208.1877,2015-07-29,1,70.2186,,0.00%,,,,220.69
006051,鹏扬核心价值灵活配置A,PYHXJZLHPZA,2020-10-23,1.6309,1.6309,-1.37,-1.98,2.99,10.46,50.24,52.82,,,46.81,63.09,2019-01-29,1,52.7918,1.50%,0.15%,1,0.15%,1,
005136,华安幸福生活混合,HAXFSHHH,2020-10-23,2.1883,2.1883,-2.07,-4.53,-2.22,7.70,50.21,82.68,175.71,,67.89,118.83,2017-10-26,1,82.3583,1.50%,0.15%,1,0.15%,1,
003985,嘉实新能源新材料股票C,JSXNYXCLGPC,2020-10-23,2.1429,2.1429,-1.55,-2.79,2.48,4.88,50.11,87.78,183.08,89.45,59.25,114.29,2017-03-16,1,87.5459,,0.00%,,,,
110011,易方达中小盘混合,YFDZXPHH,2020-10-23,7.5531,8.4431,-2.07,0.14,6.28,8.86,50.04,58.63,136.81,132.08,52.26,850.8269,2008-06-19,1,60.6454,1.50%,0.15%,1,0.15%,1,262.71
